"","date","","","","","","","","","",""
"1",18975,3.52567419062873,0.000211203142541749,3.38933962986407,0.000350305882112822,3.06826872883347,0.00107651454472757,3.06826872883347,0.00107651454472757,4.51711184310323,3.13443991539764e-06
"2",18976,3.52567408263949,0.000211203228654644,3.38935072073141,0.000350291712377215,3.06827301556119,0.00107649910108631,3.06827301556119,0.00107649910108631,4.51711846636137,3.1343419127916e-06
"3",18977,3.52567583375153,0.000211201832284957,3.38937948014409,0.000350254971720032,3.06828780961132,0.00107644580464927,3.06828780961132,0.00107644580464927,4.5171395834175,3.13402946860997e-06
"4",18978,3.52568185191743,0.000211197033351818,3.38937431218557,0.000350261573614286,3.0682879142856,0.00107644542756258,3.0682879142856,0.00107644542756258,4.51713988218555,3.13402504825699e-06
"5",18981,3.52568165765395,0.000211197188257461,3.3893826749707,0.000350250890493786,3.06829436522594,0.00107642218843496,3.06829436522594,0.00107642218843496,4.51714788107953,3.13390670603209e-06
"6",18982,3.52568406981278,0.000211195264810171,3.38938626045732,0.000350246310272029,3.06829889341378,0.00107640587618318,3.06829889341378,0.00107640587618318,4.51715355795759,3.13382272021379e-06
"7",18983,3.52568564456381,0.000211194009117843,3.38940812472695,0.000350218381319878,3.06831271795131,0.00107635607635259,3.06831271795131,0.00107635607635259,4.51717209690246,3.13354846315228e-06
"8",18984,3.52569099492326,0.000211189742841289,3.38938853414886,0.000350243405810469,3.06830741901515,0.00107637516434533,3.06830741901515,0.00107637516434533,4.51716375337978,3.13367189075375e-06
"9",18985,3.52568831380154,0.000211191880707506,3.3893847875282,0.000350248191834712,3.06830857505462,0.00107637099999747,3.06830857505462,0.00107637099999747,4.51716332871944,3.13367817295074e-06
"10",18988,3.52568838498935,0.00021119182394369,3.38937498342641,0.000350260716120099,3.06830645791761,0.00107637862647403,3.06830645791761,0.00107637862647403,4.51715904312095,3.13374157268065e-06
"11",18989,3.52568712744883,0.000211192826685025,3.3893716660079,0.000350264954062651,3.06830683711439,0.00107637726050525,3.06830683711439,0.00107637726050525,4.51715832306357,3.13375222515955e-06
"12",18990,3.52568693014201,0.000211192984014508,3.38935267734449,0.000350289212655897,3.0682991625629,0.00107640490661298,3.0682991625629,0.00107640490661298,4.51714657765815,3.13392598960682e-06
"13",18991,3.52568340330141,0.000211195796282371,3.38935623124732,0.000350284672318568,3.06830142597199,0.00107639675304583,3.06830142597199,0.00107639675304583,4.5171487157407,3.13389435757649e-06
"14",18992,3.52568409887218,0.000211195241638373,3.3893359644278,0.000350310565205625,3.06829219800855,0.00107642999565494,3.06829219800855,0.00107642999565494,4.51713541659478,3.13409111774021e-06
"15",18995,3.52568003146934,0.000211198484980746,3.38936989319706,0.000350267218816147,3.0683083643193,0.00107637175911857,3.0683083643193,0.00107637175911857,4.51715767321873,3.13376183880276e-06
"16",18996,3.52568662462161,0.000211193227632078,3.38935438003222,0.000350287037356956,3.06830228753591,0.00107639364941525,3.06830228753591,0.00107639364941525,4.51714984976985,3.13387758021921e-06
"17",18997,3.52568381806709,0.000211195465550484,3.38936578589787,0.00035027246591457,3.06830842909993,0.00107637152576257,3.06830842909993,0.00107637152576257,4.51715765871975,3.13376205329785e-06
"18",18998,3.52568610500048,0.000211193641971086,3.38939552610941,0.000350234474272737,3.0683243794977,0.00107631406986031,3.0683243794977,0.00107631406986031,4.517180221934,3.13342827229501e-06
"19",18999,3.525692349928,0.000211188662398665,3.38938615924842,0.000350246439558943,3.06832301400525,0.00107631898847405,3.06832301400525,0.00107631898847405,4.51717820082368,3.13345816949084e-06
"20",19002,3.52569131037013,0.00021118949131238,3.38936263878434,0.000350276486419721,3.06831403447222,0.00107635133398809,3.06831403447222,0.00107635133398809,4.51716396102876,3.13366881887767e-06
"21",19003,3.52568715697302,0.000211192803142857,3.3893652974614,0.000350273089899877,3.0683163498498,0.00107634299359405,3.0683163498498,0.00107634299359405,4.51716578974695,3.13364176585118e-06
"22",19004,3.52568780131917,0.000211192289351736,3.38936393807247,0.000350274826546038,3.06831683864753,0.00107634123286693,3.06831683864753,0.00107634123286693,4.51716608174421,3.13363744630646e-06
"23",19005,3.52568767911116,0.000211192386798342,3.38937121465835,0.000350265530657201,3.06832147538086,0.00107632453074769,3.06832147538086,0.00107632453074769,4.51717213320867,3.1335479261374e-06
"24",19006,3.52568927280813,0.000211191116014864,3.38935270101045,0.000350289182420971,3.0683138750216,0.00107635190835931,3.0683138750216,0.00107635190835931,4.51716099122079,3.13371275295626e-06
"25",19009,3.52568578762848,0.000211193895039652,3.38936340604701,0.000350275506221243,3.06831941184937,0.00107633196382839,3.06831941184937,0.00107633196382839,4.51716790582419,3.1336104621138e-06
"26",19010,3.52568779851987,0.000211192291583839,3.38935469747109,0.000350286631808694,3.06831612043719,0.00107634381997568,3.06831612043719,0.00107634381997568,4.51716322893224,3.13367964921429e-06
"27",19011,3.52568613227945,0.000211193620219152,3.38935752769844,0.000350283016033237,3.06831791018511,0.00107633737302748,3.06831791018511,0.00107633737302748,4.51716518860694,3.13365065873761e-06
"28",19012,3.52568662144831,0.000211193230162388,3.38934990766929,0.000350292751130521,3.06831471720516,0.00107634887465879,3.06831471720516,0.00107634887465879,4.51716050242709,3.13371998406087e-06
"29",19013,3.52568504764846,0.000211194485091881,3.38934414183749,0.000350300117533564,3.06831193938957,0.00107635888089241,3.06831193938957,0.00107635888089241,4.51715615809895,3.13378425342847e-06
